best m,c is 1.760000,13.190000 with error 15.258873 in direction 0
best m,c is 1.760000,13.200000 with error 15.255091 in direction 0
best m,c is 1.760000,13.210000 with error 15.251315 in direction 0
best m,c is 1.760000,13.220000 with error 15.247544 in direction 0
best m,c is 1.760000,13.230000 with error 15.243779 in direction 0
best m,c is 1.760000,13.240000 with error 15.240019 in direction 0
best m,c is 1.760000,13.250000 with error 15.236265 in direction 0
best m,c is 1.760000,13.260000 with error 15.232517 in direction 0
best m,c is 1.760000,13.270000 with error 15.228774 in direction 0
best m,c is 1.760000,13.280000 with error 15.225037 in direction 0
best m,c is 1.760000,13.290000 with error 15.221306 in direction 0
best m,c is 1.760000,13.300000 with error 15.217580 in direction 0
best m,c is 1.760000,13.310000 with error 15.213860 in direction 0
best m,c is 1.760000,13.320000 with error 15.210146 in direction 0
best m,c is 1.760000,13.330000 with error 15.206437 in direction 0
best m,c is 1.760000,13.340000 with error 15.202734 in direction 0
best m,c is 1.760000,13.350000 with error 15.199037 in direction 0
best m,c is 1.760000,13.360000 with error 15.195345 in direction 0
best m,c is 1.760000,13.370000 with error 15.191659 in direction 0
best m,c is 1.760000,13.380000 with error 15.187979 in direction 0
best m,c is 1.760000,13.390000 with error 15.184304 in direction 0
best m,c is 1.760000,13.400000 with error 15.180636 in direction 0
best m,c is 1.760000,13.410000 with error 15.176972 in direction 0
best m,c is 1.760000,13.420000 with error 15.173315 in direction 0
best m,c is 1.760000,13.430000 with error 15.169663 in direction 0
best m,c is 1.760000,13.440000 with error 15.166017 in direction 0
best m,c is 1.760000,13.450000 with error 15.162377 in direction 0
best m,c is 1.760000,13.460000 with error 15.158742 in direction 0
best m,c is 1.760000,13.470000 with error 15.155113 in direction 0
best m,c is 1.760000,13.480000 with error 15.151490 in direction 0
best m,c is 1.750000,13.490000 with error 15.147577 in direction 7
best m,c is 1.750000,13.500000 with error 15.143631 in direction 0
best m,c is 1.750000,13.510000 with error 15.139691 in direction 0
best m,c is 1.750000,13.520000 with error 15.135756 in direction 0
best m,c is 1.750000,13.530000 with error 15.131826 in direction 0
best m,c is 1.750000,13.540000 with error 15.127902 in direction 0
best m,c is 1.750000,13.550000 with error 15.123984 in direction 0
best m,c is 1.750000,13.560000 with error 15.120072 in direction 0
best m,c is 1.750000,13.570000 with error 15.116165 in direction 0
best m,c is 1.750000,13.580000 with error 15.112263 in direction 0
best m,c is 1.750000,13.590000 with error 15.108368 in direction 0
best m,c is 1.750000,13.600000 with error 15.104477 in direction 0
best m,c is 1.750000,13.610000 with error 15.100593 in direction 0
best m,c is 1.750000,13.620000 with error 15.096714 in direction 0
best m,c is 1.750000,13.630000 with error 15.092841 in direction 0
best m,c is 1.750000,13.640000 with error 15.088973 in direction 0
best m,c is 1.750000,13.650000 with error 15.085111 in direction 0
best m,c is 1.750000,13.660000 with error 15.081255 in direction 0
best m,c is 1.750000,13.670000 with error 15.077404 in direction 0
best m,c is 1.750000,13.680000 with error 15.073559 in direction 0
best m,c is 1.750000,13.690000 with error 15.069719 in direction 0
best m,c is 1.750000,13.700000 with error 15.065886 in direction 0
best m,c is 1.750000,13.710000 with error 15.062058 in direction 0
best m,c is 1.750000,13.720000 with error 15.058235 in direction 0
best m,c is 1.750000,13.730000 with error 15.054418 in direction 0
best m,c is 1.750000,13.740000 with error 15.050607 in direction 0
best m,c is 1.750000,13.750000 with error 15.046802 in direction 0
best m,c is 1.750000,13.760000 with error 15.043002 in direction 0
best m,c is 1.750000,13.770000 with error 15.039208 in direction 0
best m,c is 1.750000,13.780000 with error 15.035420 in direction 0
best m,c is 1.750000,13.790000 with error 15.031637 in direction 0
best m,c is 1.750000,13.800000 with error 15.027860 in direction 0
best m,c is 1.750000,13.810000 with error 15.024089 in direction 0
best m,c is 1.750000,13.820000 with error 15.020324 in direction 0
best m,c is 1.750000,13.830000 with error 15.016564 in direction 0
best m,c is 1.750000,13.840000 with error 15.012810 in direction 0
best m,c is 1.750000,13.850000 with error 15.009061 in direction 0
best m,c is 1.750000,13.860000 with error 15.005319 in direction 0
best m,c is 1.750000,13.870000 with error 15.001582 in direction 0
best m,c is 1.750000,13.880000 with error 14.997851 in direction 0
best m,c is 1.750000,13.890000 with error 14.994125 in direction 0
best m,c is 1.750000,13.900000 with error 14.990406 in direction 0
best m,c is 1.750000,13.910000 with error 14.986692 in direction 0
best m,c is 1.750000,13.920000 with error 14.982984 in direction 0
best m,c is 1.750000,13.930000 with error 14.979281 in direction 0
best m,c is 1.750000,13.940000 with error 14.975585 in direction 0
best m,c is 1.750000,13.950000 with error 14.971894 in direction 0
best m,c is 1.750000,13.960000 with error 14.968209 in direction 0
best m,c is 1.750000,13.970000 with error 14.964529 in direction 0
best m,c is 1.750000,13.980000 with error 14.960856 in direction 0
best m,c is 1.750000,13.990000 with error 14.957188 in direction 0
best m,c is 1.750000,14.000000 with error 14.953526 in direction 0
best m,c is 1.750000,14.010000 with error 14.949870 in direction 0
best m,c is 1.750000,14.020000 with error 14.946219 in direction 0
best m,c is 1.750000,14.030000 with error 14.942575 in direction 0
best m,c is 1.750000,14.040000 with error 14.938936 in direction 0
best m,c is 1.750000,14.050000 with error 14.935303 in direction 0
best m,c is 1.750000,14.060000 with error 14.931676 in direction 0
best m,c is 1.750000,14.070000 with error 14.928054 in direction 0
best m,c is 1.750000,14.080000 with error 14.924439 in direction 0
best m,c is 1.750000,14.090000 with error 14.920829 in direction 0
best m,c is 1.750000,14.100000 with error 14.917225 in direction 0
best m,c is 1.750000,14.110000 with error 14.913627 in direction 0
best m,c is 1.750000,14.120000 with error 14.910035 in direction 0
best m,c is 1.750000,14.130000 with error 14.906449 in direction 0
best m,c is 1.750000,14.140000 with error 14.902868 in direction 0
best m,c is 1.750000,14.150000 with error 14.899294 in direction 0
best m,c is 1.740000,14.160000 with error 14.895475 in direction 7
best m,c is 1.740000,14.170000 with error 14.891572 in direction 0
best m,c is 1.740000,14.180000 with error 14.887675 in direction 0
best m,c is 1.740000,14.190000 with error 14.883783 in direction 0
best m,c is 1.740000,14.200000 with error 14.879897 in direction 0
best m,c is 1.740000,14.210000 with error 14.876017 in direction 0
best m,c is 1.740000,14.220000 with error 14.872143 in direction 0
best m,c is 1.740000,14.230000 with error 14.868274 in direction 0
best m,c is 1.740000,14.240000 with error 14.864411 in direction 0
best m,c is 1.740000,14.250000 with error 14.860554 in direction 0
best m,c is 1.740000,14.260000 with error 14.856702 in direction 0
best m,c is 1.740000,14.270000 with error 14.852856 in direction 0
best m,c is 1.740000,14.280000 with error 14.849016 in direction 0
best m,c is 1.740000,14.290000 with error 14.845182 in direction 0
best m,c is 1.740000,14.300000 with error 14.841353 in direction 0
best m,c is 1.740000,14.310000 with error 14.837530 in direction 0
best m,c is 1.740000,14.320000 with error 14.833713 in direction 0
best m,c is 1.740000,14.330000 with error 14.829902 in direction 0
best m,c is 1.740000,14.340000 with error 14.826096 in direction 0
best m,c is 1.740000,14.350000 with error 14.822296 in direction 0
best m,c is 1.740000,14.360000 with error 14.818502 in direction 0
best m,c is 1.740000,14.370000 with error 14.814714 in direction 0
best m,c is 1.740000,14.380000 with error 14.810931 in direction 0
best m,c is 1.740000,14.390000 with error 14.807155 in direction 0
best m,c is 1.740000,14.400000 with error 14.803384 in direction 0
best m,c is 1.740000,14.410000 with error 14.799619 in direction 0
best m,c is 1.740000,14.420000 with error 14.795859 in direction 0
best m,c is 1.740000,14.430000 with error 14.792106 in direction 0
best m,c is 1.740000,14.440000 with error 14.788358 in direction 0
best m,c is 1.740000,14.450000 with error 14.784616 in direction 0
best m,c is 1.740000,14.460000 with error 14.780880 in direction 0
best m,c is 1.740000,14.470000 with error 14.777150 in direction 0
best m,c is 1.740000,14.480000 with error 14.773425 in direction 0
best m,c is 1.740000,14.490000 with error 14.769707 in direction 0
best m,c is 1.740000,14.500000 with error 14.765994 in direction 0
best m,c is 1.740000,14.510000 with error 14.762287 in direction 0
best m,c is 1.740000,14.520000 with error 14.758586 in direction 0
best m,c is 1.740000,14.530000 with error 14.754891 in direction 0
best m,c is 1.740000,14.540000 with error 14.751201 in direction 0
best m,c is 1.740000,14.550000 with error 14.747518 in direction 0
best m,c is 1.740000,14.560000 with error 14.743840 in direction 0
best m,c is 1.740000,14.570000 with error 14.740168 in direction 0
best m,c is 1.740000,14.580000 with error 14.736502 in direction 0
best m,c is 1.740000,14.590000 with error 14.732842 in direction 0
best m,c is 1.740000,14.600000 with error 14.729188 in direction 0
best m,c is 1.740000,14.610000 with error 14.725540 in direction 0
best m,c is 1.740000,14.620000 with error 14.721898 in direction 0
best m,c is 1.740000,14.630000 with error 14.718261 in direction 0
best m,c is 1.740000,14.640000 with error 14.714631 in direction 0
best m,c is 1.740000,14.650000 with error 14.711006 in direction 0
best m,c is 1.740000,14.660000 with error 14.707387 in direction 0
